0,1,2,3
Landslide in CamSur causes traffic jams along major highway,"LEGAZPI CITY, Philippines (UPDATED) – More than 200 vehicles heading to Bicol, Visayas and Mindanao were stranded on Wednesday, December 27, in Del Gallego, Camarines Sur, due to a landslide triggered by continuous heavy rain in the area, the Office of Civil Defense (OCD) in Bicol said.

Claudio Yucot, OCD Bicol director, said that a portion of the Rolando Andaya Highway in Barangay Comadaycaday, Del Gallego town in Camarines Sur, was impassable in both directions due to the landslide.

The highway is a major artery connecting Bicol and Southern Luzon, and is used by buses from Manila to Bicol, Visayas, and Mindanao.

Due to the landslide, a heavy traffic jam formed on both directions of the highway in the morning, stranding thousands of travellers going to Manila and Bicol region, as well as those going to the Visayas and Mindanao.

Lucy Castaneda, spokesperson of the Department of Public Works and Highways (DPWH) regional office in Bicol, said that a portion of the retaining walls in the area collapsed after the area experienced continuous heavy rains.

Castaneda said said that DPWH personnel immediately conducted clearing operations to ease the burden of the travelers.

“Motorists are encouraged to take alternate route via Sipocot-Daet-Sta Elena and vice versa,” she said.

However, Castaneda also cautioned travelers passing through the alternate route.

“Caution is also advised when driving on this alternate road due to a road slip in Tabugon, Sta. Elena, Camarines Norte,” she added.

The highway was later cleared for vehicular traffic as of 2 pm Wednesday.

Warnings

Meanwhile, OCD-Bicol warned Bicolanos and disaster officials to be on guard and to be ready to evacuate, specifically in areas identified as landslide- and flood-prone, for safety, as heavy rains continue to pound the region.

Mayor Herbie Aguas of Sto. Domingo town also called on barangay officials in landslide-prone areas to be ready and to enforce localized evacuation if need be to prevent any untoward incident due to heavy rains in Albay, which has been going on for a week now.

Aside from the landslide in Camarines Sur, flooding also affected low lying areas in Legazpi City on Wednesday morning, but it subsided before midday.

The National Disaster Risk Reduction Management Council warned on Wednesday that heavy rainfall in Albay, Camarines Sur and Camarines Norte will cause possible floods and landslides.

Moderate to heavy rainfall, meanwhile, is also expected to affect Catanduanes and Sorsogon, as well as in Marinduque in neighboring Mimaropa region.",27/12/2017,https://www.rappler.com/nation/192357-landslide-camarines-sur-highway-traffic-jams
LOOK: Bicol braces for Urduja,"LEGAZPI CITY, Philippines – The Office of Civil Defense (OCD) in Bicol on Friday, December 15, urged the public and disaster responders to brace for Tropical Storm Urduja (Kai-tak).

Claudio Yucot, OCD regional director, ordered disaster responders to prepare for contingency measures to ensure public safety and attain the zero casualty goal of the government.

While Filipinos in other parts of the country prepared for Simbang Gabi, Bicolanos parepared for Urduja, which has stranded close to 5,000 passengers across the Bicol region. Last year, Typhoon Nina hit Albay province on Christmas Day.

Vicente Malaiba, a 51-year-old resident of Barangay Pigcale in this city, tried to fix his home built along the coastal area. He placed small bags of sand on the roof to protect his home from Urduja.

“We will be evacuating to the safer area to ensure that my family is safe but I’m putting up bags of sand on the roof so that it would not be blown away by the wind. Hopefully,” Malaiba said.

HARD AT WORK. Men fortify their roofs with rope and small bags filled with sand to keep them from being blown off by strong winds. Photo by Rhaydz Barcia/Rappler 

HARD AT WORK. Men fortify their roofs with rope and small bags filled with sand to keep them from being blown off by strong winds. Photo by Rhaydz Barcia/Rappler

Mayor Noel Rosal warned the public to be on heightened alert and be ready for evacuation.

“We will conduct an evacuation probably tomorrow for residents living in the lo- lying areas, specifically in [areas that are] flood prone, lahar prone, and threatened by storm surges,” Rosal said.Mayor Noel Rosal urged the public to be on heightened alert and be ready for evacuation.

Cedric Daep, chief of the Albay Public Safety Emergency Management Office, said that Urduja ""will be bringing in more rain so we might expect for possible lahar flow.""

""It will also trigger landslide and flooding so we need to prepare. Bicol will not be spared from Urduja’s wrath....The problem is Urduja is quite erratic and will be bringing with it moderate to intense rainfall,” Daep said.

He also warned residents living in coastal communities of storm surges ""as high as 3 meters.

""We will impose evacuation if need be. But we will conduct an assessment later this afternoon before enforcing evacuation tomorrow morning. For fishermen, we’re reiterating not to venture to the seas for your safety,” Daep said.

The provinces of Albay, Catanduanes, Camarines Sur, Sorsogon, and Masbate, including Burias and Ticao Islands, had been placed under Storm Signal Number 1. Classes across the Bicol region were suspended.

In Albay, Governor Al Francis Bichara suspended government work as a precautionary measure, and alerted the residents on possible landslides and flashfloods.",15/12/2017,https://www.rappler.com/nation/191458-bicol-braces-tropical-storm-urduja
"Thousands stranded in Bicol, Eastern Visayas ports due to Urduja","MANILA, Philippines (UPDATED) – About 4,000 passengers were stranded at ports in Bicol and Eastern Visayas after sea trips were cancelled on Thursday, December 14, due to Tropical Storm Urduja.

Reports reaching the Philippine Coast Guard showed that 3,487 passengers were stranded as of 12 pm:

2,467 passengers, Port Matnog in Sorsogon
326, Port of Tabaco, Albay
346 passengers, Port of Virac, Catanduanes
3, Port of Rapurapu
298, Port of Looc, Romblon
10, Port of Pioduran
10, Port of Bacacay
10, Port of Bulan, Sorsogon
40, Port of Pilar
4, Port of Virac, Catanduanes
17, Port of San Andres
17, Port of Bapor
4, Port of Cawayan
20, Port of San Pascual
19, Port of Pasacao
114, Port of Jubusan, Catbalogan, Samar
258, Port of San Isidro, Northern Samar
3, Port of Ormoc, Southern Leyte
18, Port of Isabel
79, Port of Liloan
20, Port of San Ricardo
95, Port of Dapdap
Thirty-four vessels, 561 rolling cargoes, and 25 motor boats were also stranded in the two regions. Most of them were at Port of Matnog (294) and at Port of Virac (13).

Also affected were the ports of Ormoc, Isabel, Bato, Liloan, San Ricardo, and Dapdap in Eastern Visayas; and the ports of Masbate, San Jacinto, Pilar, Roxas City, Pasacao, and San Pascual in Bicol.

The provinces of Eastern Samar, Samar, and Biliran were under signal number 2, while Catanduanes, Camarines Sur, Albay, Sorsogon, Masbate, Romblon, Northern Samar, Leyte, Southern Leyte, northern Cebu including Bantayan Island, Capiz, Aklan, and northern Iloilo were under signal number 1.

“No vessel of any type or tonnage shall be allowed to sail, except to take shelter, as the situation may warrant, when Public Storm Warning Signal Number 1 or higher is hoisted within its point of origin, the intended route, and point of destination,” Headquarter PCG Memorandum Circular 02-13 reads. ",14/12/2017,https://www.rappler.com/nation/191355-stranded-passengers-ports-bicol-eastern-visayas-ports-urduja
Bicol’s Aquinas University is now UST-Legazpi,"LEGAZPI CITY, Philippines – The Bicol region's sole Dominican university, Aquinas University of Legazpi, has officially been renamed as University of Santo Tomas-Legazpi, officially integrating with the country's oldest university, the University of Santo Tomas, on Thursday, August 7.

Fr. Ernesto M. Arceo, rector and president of UST-Legazpi, said that it is now the first UST outside Manila.

""The best practices of two institutions will be duplicated to upgrade the quality of education,” he said.

Arceo also said that the integration will allow them to bring in professors from UST Manila, especially for science-related courses.

The 70-year-old institution is the biggest Catholic university in Bicol, offering courses in the fields of law, medical courses, architecture, engineering, accountancy, teacher education and other arts and sciences courses.

Independent

Fr. Herminio Dagohoy, Rector Magnificus of UST Manila, clarified however that UST-Legazpi will remain an independent university and will retain its own board of trustees.

“I will just be an ex-officio member of the Board of Trustees of UST-Legazpi,"" he said.

Dagohoy said that the two universities have already been closely collaborating even before the integration, with UST already supervising some of UST-Legazpi’s master’s programs, including Pharmacy and Law.

“The collaboration will continue and will include other disciplines. It will depend on UST-Legazpi to determine what programs to follow,” he said.

The Aquinas University Hospital will also be renamed as UST-Legazpi Hospital.

""The UST Hospital resident physicians, experts, [and] interns will also be coming in to UST-Legazpi Hospital and vice versa,” Arceo said.

Integration of Dominican schools

The move to rename the region’s Dominican institution was based on a plan to integrate Dominican educational institutions to follow only two “traditions” or educational systems: Santo Tomas and Letran.

Aquinas is just one of the Dominican schools who signed a memorandum of intent (MOI) in December 2014 to ‘integrate’ with University of Santo Tomas. Angelicum College Quezon City and Angelicum School Iloilo will also serve as satellite campuses, bearing the name of UST.

The Angelicum College of Quezon City already signed a memorandum of agreement that would turn it to UST-Angelicum College and installing UST’s rector as the its own rector and chief executive officer.

UST campuses in Laguna and General Santos are also in the pipeline. ",12/12/2017,https://www.rappler.com/nation/191083-aquinas-university-legazpi-university-of-santo-tomas-legazpi
"Bicol grade school students trained in disaster response, resilience","ALBAY, Philippines – The Office of Civil Defense (OCD) in Bicol is teaching the next generation of Bicolanos to be prepared should disaster strike in the region.

Edriel Burac, a student at the Bacacay East Central Elementary School (BECS), along with his classmates, checked on disaster equipment during the static display of government responders here.

Burac said that they’re happy to learn new things regarding disaster risk reduction methods, basic response, and emergency preparedness through the resilience caravan.

At least 1,000 elementary pupils from various public schools in Bicol, specifically in Albay province, joined the resilience caravan spearheaded by OCD-Bicol.

The resilience caravan 2017 is a series of 3 events aiming to educate young people on protective mechanisms and actions available to save lives and protect people’s livelihood during emergencies and disasters.

Retired general Claudio Yucot, the new OCD-Bicol regional director, said that the target participants for the caravan from different schools in Bicol was 800 from grade 4 to 6, but the total number of participants swelled to 1,000.

Yucot said that educating grade school students on disaster risk reduction capability would also help them learn to become resilient in times of natural calamities.

“We want our children to be educated, equipped, ready and resilient for them to know what needs to be done in times of natural disasters even without disaster responders. So in this way, they can pass on their knowledge to the members of the family and save lives,” Yucot said.

He said that disaster readiness should start at home and should be ingrained in every Filipino, particularly the youth.

Bicol is a pilot area for the OCD's ""resilience caravan."" Yucot said that similar events will also be held in Regions 6 (Western Visayas) and 9 (Zamboanga Peninsula) in partnership with OCD regional offices.

He said that resilience starts with awareness on hazards and risks which threaten communities, but people should also learn how to protect themselves from such threats.

This includes information on what to do before, during, and after disaster strikes a community, such basic safety and life-saving response. This information will be shared through creative presentations, exhibits, and demonstrations to promote better understanding, Yucot said.

“At the end of the sessions, we expect that the participants understand the basic concepts of safety and emergency preparedness, know the concepts of giving first aid and other basic response actions thus demonstrate the basic protective measures during earthquakes and fire,” the OCD official said.

The caravan focused on “4K: Kaalaman sa Kahandaaan, Takumbas ay Kaligtasan” to reinforce the message of the National Disaster Resilience Month observance.

Aside from resilience caravan held at the Ibalong Centrum for Recreation in Albay, the OCD is also set to conduct a regionwide earthquake drill on December 15 in consonance with the simultaneous disaster drill in the country.",24/11/2017,https://www.rappler.com/move-ph/issues/disasters/189382-albay-bicol-grade-schools-training-disaster-resiliency
Old Food and Proud: Balay Cena Una's take on Homegrown Bicol Food,"It's a gloomy day and I am in an ancestral home turned restaurant, surrounded by antiques and collectibles. Though the items in the house fills me with nostalgia, it was the food that would complete my trip down memory lane.

GROUND FLOOR. The first sight you'd see when you push the antique door inwards. Photo courtesy of Vynce Opeña 

GROUND FLOOR. The first sight you'd see when you push the antique door inwards. Photo courtesy of Vynce Opeña

Pabarasugan

What we call ""potluck"" today was called pabarasugan in our generation. At the farm, we would share a meal that we had cooked over a makeshift table. There we would lay layers of whole banana leaves and spread the food all over them.

The ingredients often came from our homes. Of course, we would have gata (coconut milk) and combined it with vegetables or fruits that were in season. During August we would have gulay na santol as it was in season. The oldest in the group would always do the cooking.

GULAY NA SANTOL. Spicy dish made with grated cotton fruit meat and coconut milk. Photo courtesy of Karen Bolaños. 

GULAY NA SANTOL. Spicy dish made with grated cotton fruit meat and coconut milk. Photo courtesy of Karen Bolaños.

Balay Cena Una has the same mantra: it can whip up dishes from what is available from four farms in Albay and sometimes from their backyard.

LEAF-WRAPPED. Banana leaf serves as the cooking pot for inalog. Photo courtesy of Vynce Opeña 

LEAF-WRAPPED. Banana leaf serves as the cooking pot for inalog. Photo courtesy of Vynce Opeña

Tinutungan vs linandag

When the waiter served inalog (roast krill) and I learned that it was linandag (roasted), I couldn't help but wonder how it was different from tinutungan. At home, we would landag (roast) an eggplant, sweet potato and other food either by putting them on hot charcoal or in ashes.

INALOG. Linandag na balaw (roast krill). Photo courtesy of Vynce Opeña   
INALOG. Linandag na balaw (roast krill). Photo courtesy of Vynce Opeña

But how about tinutungan? Several restaurants in Bicol, including Balay Cena Una, have this on their menu. I found the answer from Aida Cirujales, a retired Bicolano school teacher and author who is fond of cooking both ways.

According to her, tinutungan used smoked coconut. For example, when cooking pakulaw (any gata-based vegetable dish), hot coconut shell charcoals are put on grated coconut. Then it is pressed for milk. It gave the tinutungan food that smoky smell and flavor.

CHICKEN TINUTUNGAN. This creamy chicken dish is cooked with smoked coconut milked. Photo courtesy of Vynce Opeña 

CHICKEN TINUTUNGAN. This creamy chicken dish is cooked with smoked coconut milked. Photo courtesy of Vynce Opeña

Why heirloom recipes

The family who owns Balay Cena Una says that family and friends would often come to their home to visit the Shelmed office, which displayed the native home and fashion items that Shelmed created. They would serve homegrown food to their visitors, food which they would use later on in their restaurant.

A local, who was in his senior years, was so surprised that they had gulay na pili (pili meat cooked with coconut milk). In his 60 years, he had not come across this dish until he dined at Balay Cena Una.

PILI FRUIT. Bicolanos either boil it to eat the meat with sugar or cooked it with coconut milk. Photo courtesy of Adrian Ocampo 

PILI FRUIT. Bicolanos either boil it to eat the meat with sugar or cooked it with coconut milk. Photo courtesy of Adrian Ocampo

""It helps to have cooks with the palate of a Bicolano. It's also our way of supporting Albay [cuisine],"" said restaurant owner, Angel Villanueva.

Gulay na Purupagulong

The restaurant has recently added yet another regional recipe to its menu: gulay na purupagulong (winged bean), as well as ogob (seeded breadfruit), gulay na santol, lubi-lubi (palm-like fig), and sitaw (yardlong beans) as vegetable side dishes. These will be on rotation depending on the season, in addition to pako (fiddlehead fern), iba (bilimbi fruit), tambis (macopa), biriran (starfruit) and pili fruit.

The gulay na purupagulong wasn't supposed to be in their menu at all until chef Sandy Daza visited the restaurant. They noticed during the food preparation that they lacked a Bicol vegetable dish. So they came up with what was available at that time.

The celebrity chef pronounced, ""this is what [the restaurant] should be serving."" He also recreated this dish for his restaurant and is now one of the bestsellers.

GULAY NA PURUPAGULONG. A vegetable dish cooked with winged beans, coconut milk and chili. Photo courtesy of Vynce Opeña 

GULAY NA PURUPAGULONG. A vegetable dish cooked with winged beans, coconut milk and chili. Photo courtesy of Vynce Opeña

The latter is one of the reasons Albay is actively participating in gastronomic events like Madrid Fusion Manila. ""When international chefs recreate our dishes, the world gets to know our food,"" said Albay culinary ambassador Renato Jao during the event, where the restaurant was also a featured participant for this year.

BANGGIRAHAN. ShelMed recreated this Bicol traditional kitchen cabinets during Madrid Fusion Manila. Photo courtesy of Adrian Ocampo 

BANGGIRAHAN. ShelMed recreated this Bicol traditional kitchen cabinets during Madrid Fusion Manila. Photo courtesy of Adrian Ocampo

The restaurant is part business, part advocacy. It shares a portion of its profit with farmers and participates in food feeding programs through the Dios Mabalos Foundation. They also recycle kitchen waste through composting. A Japanese expert, albeit one who can speak Bikol fluently – taught them how to do it.

THE FAÃADE. Like with all ancestral homes, it has a nondescript look from the outside. Photo courtesy of Vynce Opeña 

THE FAÃADE. Like with all ancestral homes, it has a nondescript look from the outside. Photo courtesy of Vynce Opeña

Balay Cena Una shows us how a restaurant can ""link us back to our past and the treasure trove of flavors we had,"" as food writer Oggie Ramos puts it. And if they also incidentally promote sustainability simply by taking pride in our local cuisines – isn't it worth checking out?",17/11/2017,https://www.rappler.com/life-and-style/best-eats/188676-balay-cena-una-bicol-restaurant
P6-M shabu seized from Africans in Cavite entrapment,"LAGUNA, Philippines – Two alleged members of the African Drug Syndicate (ADS) were arrested by agents of the Philippine Drug Enforcement Agency (PDEA) during an entrapment operation in Cavite that yielded P6 million worth of methamphetamine drug or shabu were seized early Wednesday morning, November 8.

PDEA Director General Aaron Aquino identified the suspects as Solomon Anochiwa, 34, and Desmond Ozoma, 34, both Nigerian nationals and residents of Parañaque City.

Anochiwa and Ozoma were arrested by joint operatives of the PDEA Bicol and Calabarzon regional offices after they conspired in selling 3 plastic bags containing 1,011.1 grams of shabu worth P6,000,000 to a poseur-buyer along Centennial Road, Kawit, Cavite, at around 12:30 am.

Also seized from the possession of the suspects were one mobile phone and one silver Toyota Altis with plate number YAX-234.

“According to intelligence report, Anochiwa and Ozoma are ADS members operating in the Philippines and are actively engaged in large scale distribution of shabu in Bicol Region, Calabarzon, and National Capital Region (NCR),” Aquino said.

Anochiwa's name and contact numbers were acquired through tactical interviews from arrested drug personalities who identified him as their source, following a buy-bust operation along Almeda Highway, Naga City, last November 4.

“Besides recruiting Filipinos as drug couriers, ADS members like Anochiwa and Ozoma are actively involved in international drug trafficking using our airports and cyber crimes,” the PDEA chief said.

Anochiwa and Ozoma are temporarily under the custody of the PDEA Calabarzon jail facility in Camp Vicente Lim, Calamba City, Laguna. They will be facing charges for violation of Section 5 (Sale of Dangerous Drugs), Article II, of Republic Act 9165 or The Comprehensive Dangerous Drugs Act of 2002, before the Provincial Prosecutors Office in Imus, Cavite.",08/11/2017,https://www.rappler.com/nation/187772-shabu-seized-africans-cavite-entrapment
#SaferRoadsPH forum on making Bicol roads safer,"CAMARINES SUR, Philippines (3rd UPDATE) – Have you ever driven to Bicol region?

In 2015, the Philippine Statistics Authority recorded a total of 10,012 deaths from traffic crash incidents, 621 of occured in the Bicol Region.

According to the Philippine National Police, Naga City has the highest number of road crash incidents in the region, with a total of 4,743 recorded incidents from 2015 to July 2017.

In the Philippines, latest government data show, 8,666 people died from road injuries in 2014. (READ: IN NUMBERS: Road crashes in the Philippines)

The country has a number of laws aimed at protecting road users, but the lack of proper implementation has been a persistent problem.

How can we make our roads safer?

Road safety awareness

Rappler, together with the Global Road Safety Partnership, launched a campaign on road safety at the Rappler newsroom in Pasig City on May 8. (LOOK: Road Safety Awareness microsite)

The aim of the campaign is to promote the enactment and enforcement of better policies that will protect road users.

On Wednesday, January 24, the 4th leg of the caravan will be held at the Arrupe Convention Center, Ateneo de Naga University in Naga City, Camarines Sur from 12 pm to 5 pm.

Here is the program:

TIME

ACTIVITY

12:00 - 1:00

Registration

1:00 - 1:05

Opening ceremonies

1:05 - 1:15

Welcome Remarks

1:15 - 1:35

ROAD SAFETY IN THE PHILIPPINES

Atty Sophia San Luis
Executive Director
ImagineLaw

1:35 - 3:40

PANEL DISCUSSION: How do we make Bicol roads safer?

INVITED PANELISTS

Danilo Versola 
Regional Director
Department of Public Works and Highways Region V

Atty Noreen San Luis-Lutey
Regional Director
Land Transportation Franchising and Regulatory Board Region V

Ramon Fiel Abcede
Regional Director
Department of Education Region V

PCSUPT Antonio Gardiola Jr
Regional Chief
Philippine National Police Region V

John Bongat
Mayor
Naga City Government

Joselito Del Rosario
Councilor
Naga City Government

MODERATORS

Gemma Mendoza
Head, Research and Content Strategy
Rappler, Inc

Voltaire Tupaz
Editor
Move PH

3:40 - 3:50

SYNTHESIS AND CLOSING REMARKS

Gemma Mendoza
Head, Research and Content Strategy
Rappler, Inc

3:50 - 4:00

Photo taking

4:00 - 5:00 Networking

How can we help curb the alarming number of motor vehicle crash incidents? Let us know your thoughts by writing on X or by posting with the hashtag #SaferRoadsPH on Facebook or Twitter!",27/10/2017,https://www.rappler.com/move-ph/issues/road-safety/186593-bicol-naga-safer-road-forum
WATCH: #MoveSessions featuring Bicolano band First String Acoustic,"LEGAZPI CITY, Philippines – MovePH, Rappler's civic engagement arm, visits Legazpi, the city of fun and adventure in Albay province, to showcase and celebrate homegrown talent.

On #MoveSessions, First String Acoustic, a Legazpi-based acoustic band performs three songs.

#MoveSessions is a regular online live jam that features up-and-coming performers and artists from communities and schools.

First String Acoustic is composed of Gladys Neo, Mark Leo Francisco, and Christian Ray Francisco, who have been bandmates for 5 years already. The band won in the 2012 Strum Clash Battle of Acoustic.

The band will be performing two of their original songs Someday, Dati, and a cover of OPM classic Tabing Ilog.

They draw inspiration from personal experiences and translate these into music.

Catch this episode on October 26, Thursday, 8pm!",26/10/2017,https://www.rappler.com/move-ph/185031-movesessions-first-string-acoustic-legazpi
DepEd hosts National Teachers’ Day celebration in Legazpi City,,03/10/2017,https://www.rappler.com/move-ph/184078-deped-gears-national-teachers-day-celebration-legazpi-city
"Bicol lawmaker: P1,000 budget a 'wake-up call' for CHR","MANILA, Philippines – A lawmaker who supports the House decision to give a P1,000 budget to the Commission on Human Rights (CHR) for 2018 said it was a ""wake-up"" call for the constitutional body.

Ako Bicol Representative Christopher Co made the statement in response to public outrage over the House decision.

Asked to comment on criticism that the measly budget was an injustice to the Filipino people, Co said in a text reply to Rappler on Wednesday night, September 13: “Don’t worry, ibabalik lang ‘yan sa Senate. Wake-up call lang ‘yan sa kanila (Don't worry, the Senate will restore it. That is just a wake-up call for them).""

President Rodrigo Duterte and his allies had slammed the CHR and its chairman, Chito Gascon, for criticizing the rising death toll in the administration's war on drugs.

Co did not vote on the motion to give the CHR a P1,000 budget for 2018 but said he supported the decision. He cited the position taken by another congressman, identified by his staff as Pangasinan 2nd District Representative Leopoldo Bataoil, who slammed the CHR for not investigating the killers of elite cops or the SAF 44 in Mamasapano, Maguindanao.

""'When our soldiers and policemen were mutilated, no one among the CHR stood up to investigate the enemies of the state.' That is one of the statements of my fellow congressman. And I'm convinced to vote for it. We have the same reason,"" he said, implying that he would have cast his vote in favor of the motion if he were around.

Co's staff said he was in China when the House vote was made.

Another Ako Bicol representative in the House, Alfredo Garbin, said while he was present during the vote, he did not participate ""as a sign of protest.""

“We want CHR as a constitutional office to fulfill their constitutional mandate in safeguarding human rights for all the Filipino people and checking abuses and violation of due process on the part of the instrumentalities and agents of the government,” Garbin said.

He also expresssed confidence that the proposed P678-million budget of the CHR will be restored in the Senate.

Senators had earlier slammed the House for the decision and vowed to ""fight"" for the CHR's full 2018 budget, even if this lead to a deadlock and government operating on a reenacted budget.

A total of 119 lawmakers supported the motion of SAGIP Representative Rodante Marcoleta for a P1,000 budget for the CHR. Marcoleta had questioned the CHR's supposed failure to ""defend"" the human rights of President Rodrigo Duterte when the New York Times ran an editorial, “Let the World Condemn Duterte,” on April 25, 2017.

Only 32 lawmakers opposed the motion.",14/09/2017,https://www.rappler.com/nation/182131-ako-bicol-christopher-co-chr-budget-wake-up-call
Misibis Bay Resort: A soulful treat with a fresh breeze,"CAGRARAY ISLAND, Philippines – Bring a lot of sunblock. If I can give one tip before arriving on this island, that is it. Although I love going to the beach, I’m not the type of person who likes to spend a lot of time under the sun. I usually only swim when the sun is about to set, and I love to spend the rest of the day relaxing in the shade. This time, I'm going home with a reddish tan but it was worth it.

Misibis Bay Resort is tucked away in Cagraray Island, an hour’s drive away from Legaspi City. Coming from Manila, the flight to Legaspi usually takes an hour. On my first day, I was accompanied by a storm to the resort. My room had a great view of the beach but the sky was dim and the wind danced easily with the branches of the palm trees. When all the curtains of my windows were open, it seemed like I was staring at a mural of a scenic landscape.

 

 

 

 

I have no regrets about staying in on my first day. I enjoyed my room. Since the weather conditions were not ideal for anyone to swim at the beach at the time, I stayed in my room for most of the afternoon.

 

 

 

Breakfast at the resort is a typical buffet. Lunch and dinner however are a la carte. I didn't have to leave the resort and go to Bicol proper to try their famous laing and Bicol express. Here, they have a bento meal with all of Bicol’s famous dishes for P680. Although they said this meal was good for one, it could easily be a sharable meal for two.

Since I was still full from the bento meal, I just ordered their burger for dinner. My server that evening was Mcdonald. No, they didn’t have burgers from the fast food restaurant. Literally, my server for that evening was named Mcdonald, and he was a very funny guy.

 

 

 

Relaxing by the pool was one thing, but I wanted to try out more than that on this trip. Strolling on the beach, I met a lifeguard who offered me an ATV tour of the Cagraray Eco Park for P1,500.

The first attraction my guide took me to was the amphitheater. It had a beautiful view and a structure like an open air auditorium. My guide said this place was even part of the Amazing Race Asia for a season. Anyone can have the amphitheater reserved and it’s not uncommon for couples to have romantic dinners or even marriage proposals here.

Next, we went to the chapel. It sits on top of a hill with a view of the sea. The chapel had a high ceiling, adorned with chandeliers. It was very simple and elegant, perfect for an intimate wedding.

After the chapel, we passed by the zipline and the luge ride but they were not open at that time because of the weather.

 

 

 

Since we had some spare time, we drove around in the ATV. It was my first time to drive one and I really enjoyed it. It made me wish I chose the off-road trail tour instead but seeing the Eco Park was pretty good already.

The next day, I found a friend with whom I could enjoy the day. As if God heard my prayer, my friend invited me to join their off-road ATV drive to the hilltop. I had my heart set on doing water activities but this was the only time I could see Mt. Mayon since the storm finally passed and the sky was clear.

This was when I underestimated the sun. We had such an enjoyable trip up the hill I didn’t even notice how hot my skin had become – but then again, I didn’t care. This was the sort of adventure I was looking for. I felt like Lara Croft racing through the jungle. The guides were amazing and they did not forget to bring a ton of bottled water for us.

